Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchases_Per_Year,Estimated_Purchase_Interval_Days,Estimated_Annual_Spend,Estimated_CLV_3Y,Age_Group,Customer Segment,Value Segment
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly,26,14,1924,9119.76,26-35,Premium Loyalists,Very High
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly,12,30,600,2952.0,18-25,Habitual Budget Buyers,High
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,Next Day Air,No,No,16,Debit Card,Bi-Weekly,26,14,2080,8236.800000000001,18-25,Premium Loyalists,Very High
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Free Shipping,No,No,38,PayPal,Bi-Weekly,26,14,1456,7687.68,26-35,Habitual Budget Buyers,Very High
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Every 3 Months,4,90,276,1391.0400000000002,26-35,Big-Ticket Occasionals,Moderate
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly,4,90,388,1862.4,36-50,Big-Ticket Occasionals,Moderate
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly,26,14,1716,6589.4400000000005,26-35,Premium Loyalists,High
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly,12,30,840,4183.200000000001,36-50,Premium Loyalists,High
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly,52,7,2600,13260.0,51-70,Habitual Budget Buyers,Very High
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly,4,90,340,1285.2,26-35,Big-Ticket Occasionals,Moderate
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly,26,14,1534,7363.200000000001,36-50,Habitual Budget Buyers,Very High
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly,12,30,888,4262.400000000001,51-70,Premium Loyalists,High
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually,1,365,38,221.16,36-50,Low Engagement,Low
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,Express,No,No,1,PayPal,Every 3 Months,4,90,396,1211.76,18-25,Big-Ticket Occasionals,Moderate
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly,52,7,5044,15434.64,18-25,Premium Loyalists,Very High
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually,1,365,67,333.66,36-50,Big-Ticket Occasionals,Low
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly,52,7,1040,5803.2,51-70,Habitual Budget Buyers,High
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,No,37,PayPal,Weekly,52,7,2340,12214.8,51-70,Habitual Budget Buyers,Very High
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,4,90,208,911.04,51-70,Low Engagement,Moderate
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually,1,365,68,252.96,51-70,Big-Ticket Occasionals,Low
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly,26,14,2548,12230.400000000001,36-50,Premium Loyalists,Very High
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly,52,7,4316,14760.720000000001,51-70,Premium Loyalists,Very High
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Express,No,No,20,Debit Card,Monthly,12,30,612,2570.3999999999996,51-70,Habitual Budget Buyers,High
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly,12,30,252,907.1999999999999,51-70,Habitual Budget Buyers,Moderate
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months,4,90,368,1987.2,51-70,Big-Ticket Occasionals,Moderate
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly,12,30,756,3220.56,51-70,Premium Loyalists,High
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Bi-Weekly,26,14,1456,5853.120000000001,26-35,Habitual Budget Buyers,High
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly,52,7,4940,16302.000000000002,18-25,Premium Loyalists,Very High
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,No,22,PayPal,Annually,1,365,66,285.12,51-70,Big-Ticket Occasionals,Low
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,No,5,Venmo,Weekly,52,7,1456,4804.8,51-70,Habitual Budget Buyers,High
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months,4,90,332,1354.56,51-70,Big-Ticket Occasionals,Moderate
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Every 3 Months,4,90,220,1214.3999999999999,51-70,Low Engagement,Moderate
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually,1,365,28,120.96,36-50,Low Engagement,Low
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly,26,14,2054,10721.88,51-70,Premium Loyalists,Very High
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually,1,365,31,135.78,51-70,Low Engagement,Low
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Standard,No,No,47,Debit Card,Fortnightly,26,14,962,5598.84,51-70,Habitual Budget Buyers,High
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,26,14,884,3235.44,36-50,Habitual Budget Buyers,High
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly,52,7,3848,18932.16,51-70,Premium Loyalists,Very High
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly,52,7,1612,6770.4,51-70,Habitual Budget Buyers,High
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Next Day Air,No,No,3,PayPal,Quarterly,4,90,264,839.5200000000001,18-25,Big-Ticket Occasionals,Low
3554,62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Free Shipping,No,No,32,Bank Transfer,Weekly,52,7,5148,25328.160000000003,51-70,Premium Loyalists,Very High
3555,39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Free Shipping,No,No,5,Credit Card,Fortnightly,26,14,1430,4719.0,36-50,Habitual Budget Buyers,High
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,Next Day Air,No,No,45,Cash,Quarterly,4,90,92,524.4,18-25,Low Engagement,Low
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Express,No,No,43,Cash,Bi-Weekly,26,14,2288,12767.039999999999,51-70,Premium Loyalists,Very High
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,Next Day Air,No,No,1,PayPal,Every 3 Months,4,90,104,318.24,51-70,Low Engagement,Low
3559,68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Standard,No,No,9,Venmo,Quarterly,4,90,376,1331.04,51-70,Big-Ticket Occasionals,Moderate
3560,18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Next Day Air,No,No,13,Venmo,Every 3 Months,4,90,100,378.0,18-25,Low Engagement,Low
3561,18,Female,Socks,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Express,No,No,5,Credit Card,Annually,1,365,96,316.8,18-25,Big-Ticket Occasionals,Low
3562,63,Female,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Standard,No,No,39,Credit Card,Fortnightly,26,14,754,4026.36,51-70,Habitual Budget Buyers,High
3563,47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,Free Shipping,No,No,7,Bank Transfer,Weekly,52,7,1872,6402.240000000001,36-50,Habitual Budget Buyers,High
3564,43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Standard,No,No,8,Credit Card,Every 3 Months,4,90,360,1252.8,36-50,Big-Ticket Occasionals,Moderate
3565,60,Female,Gloves,Accessories,38,Illinois,S,Brown,Summer,4.4,No,Free Shipping,No,No,40,Venmo,Annually,1,365,38,205.20000000000002,51-70,Low Engagement,Low
3566,49,Female,Handbag,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Store Pickup,No,No,35,PayPal,Monthly,12,30,624,3182.4,36-50,Habitual Budget Buyers,High
3567,28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Next Day Air,No,No,14,Venmo,Monthly,12,30,1056,4055.04,26-35,Premium Loyalists,High
3568,32,Female,Scarf,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Next Day Air,No,No,26,Credit Card,Monthly,12,30,672,3064.32,26-35,Habitual Budget Buyers,High
3569,29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Next Day Air,No,No,14,PayPal,Quarterly,4,90,284,1090.56,26-35,Big-Ticket Occasionals,Moderate
3570,35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Express,No,No,9,Bank Transfer,Fortnightly,26,14,2444,8651.76,26-35,Premium Loyalists,Very High
3571,23,Female,Dress,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,No,32,Debit Card,Annually,1,365,97,477.24,18-25,Big-Ticket Occasionals,Low
3572,70,Female,Skirt,Clothing,27,North Dakota,M,White,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Every 3 Months,4,90,108,421.2,51-70,Low Engagement,Low
3573,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5.0,No,Standard,No,No,25,Credit Card,Monthly,12,30,336,1512.0,18-25,Habitual Budget Buyers,Moderate
3574,43,Female,Jeans,Clothing,67,Connecticut,L,Maroon,Fall,4.9,No,Free Shipping,No,No,27,PayPal,Monthly,12,30,804,3714.48,36-50,Premium Loyalists,High
3575,29,Female,Socks,Clothing,70,New York,M,Cyan,Fall,4.9,No,Express,No,No,39,Bank Transfer,Quarterly,4,90,280,1495.2,26-35,Big-Ticket Occasionals,Moderate
3576,61,Female,Coat,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Express,No,No,49,Venmo,Bi-Weekly,26,14,2470,14671.8,51-70,Premium Loyalists,Very High
3577,29,Female,Boots,Footwear,24,Maine,L,Yellow,Spring,3.0,No,Express,No,No,12,Venmo,Bi-Weekly,26,14,624,2321.28,26-35,Habitual Budget Buyers,Moderate
3578,66,Female,Belt,Accessories,35,Missouri,S,Yellow,Winter,2.6,No,Standard,No,No,13,Bank Transfer,Weekly,52,7,1820,6879.6,51-70,Habitual Budget Buyers,High
3579,46,Female,Shoes,Footwear,22,Georgia,L,Olive,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly,4,90,88,380.15999999999997,36-50,Low Engagement,Low
3580,34,Female,Scarf,Accessories,66,Arizona,L,Olive,Fall,4.8,No,Standard,No,No,19,Credit Card,Every 3 Months,4,90,264,1092.9599999999998,26-35,Big-Ticket Occasionals,Moderate
3581,51,Female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,3,Cash,Bi-Weekly,26,14,2158,6862.4400000000005,51-70,Premium Loyalists,High
3582,26,Female,Dress,Clothing,95,Georgia,M,Orange,Fall,4.9,No,Next Day Air,No,No,50,Credit Card,Weekly,52,7,4940,29640.0,26-35,Premium Loyalists,Very High
3583,23,Female,Shorts,Clothing,41,California,S,Beige,Summer,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually,1,365,41,159.9,18-25,Low Engagement,Low
3584,52,Female,Blouse,Clothing,77,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,4,90,308,1737.12,51-70,Big-Ticket Occasionals,Moderate
3585,39,Female,Sneakers,Footwear,52,Florida,L,Indigo,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly,12,30,624,3669.12,36-50,Habitual Budget Buyers,High
3586,39,Female,Gloves,Accessories,41,New York,XL,Gray,Winter,4.1,No,Standard,No,No,4,Venmo,Bi-Weekly,26,14,1066,3453.84,36-50,Habitual Budget Buyers,High
3587,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,No,12,PayPal,Bi-Weekly,26,14,728,2708.16,26-35,Habitual Budget Buyers,High
3588,33,Female,Sweater,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Standard,No,No,33,Debit Card,Annually,1,365,90,448.20000000000005,26-35,Big-Ticket Occasionals,Low
3589,23,Female,Sunglasses,Accessories,55,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,No,40,Cash,Annually,1,365,55,297.0,18-25,Low Engagement,Low
3590,31,Female,Belt,Accessories,73,New Hampshire,M,Blue,Spring,4.8,No,Next Day Air,No,No,38,Cash,Every 3 Months,4,90,292,1541.76,26-35,Big-Ticket Occasionals,Moderate
3591,27,Female,Dress,Clothing,87,South Dakota,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,19,Venmo,Every 3 Months,4,90,348,1440.7199999999998,26-35,Big-Ticket Occasionals,Moderate
3592,48,Female,Jacket,Outerwear,89,South Dakota,M,Gold,Winter,3.2,No,2-Day Shipping,No,No,38,Bank Transfer,Quarterly,4,90,356,1879.68,36-50,Big-Ticket Occasionals,Moderate
3593,61,Female,Boots,Footwear,82,New Jersey,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,18,Venmo,Fortnightly,26,14,2132,8698.56,51-70,Premium Loyalists,Very High
3594,63,Female,Sandals,Footwear,80,Wyoming,M,Black,Spring,4.6,No,Next Day Air,No,No,24,PayPal,Monthly,12,30,960,4262.4,51-70,Premium Loyalists,High
3595,19,Female,Scarf,Accessories,87,Alabama,L,Charcoal,Summer,2.6,No,2-Day Shipping,No,No,29,Venmo,Quarterly,4,90,348,1649.52,18-25,Big-Ticket Occasionals,Moderate
3596,21,Female,Blouse,Clothing,41,South Dakota,M,Violet,Spring,3.1,No,Store Pickup,No,No,14,PayPal,Annually,1,365,41,157.44,18-25,Low Engagement,Low
3597,28,Female,Hoodie,Clothing,83,South Carolina,M,Charcoal,Spring,4.3,No,Standard,No,No,44,Cash,Fortnightly,26,14,2158,12171.119999999999,26-35,Premium Loyalists,Very High
3598,29,Female,Sunglasses,Accessories,71,New Mexico,M,Maroon,Summer,3.1,No,Standard,No,No,18,Bank Transfer,Quarterly,4,90,284,1158.7199999999998,26-35,Big-Ticket Occasionals,Moderate
3599,23,Female,Hoodie,Clothing,76,Connecticut,XL,Purple,Spring,4.6,No,Store Pickup,No,No,19,Bank Transfer,Bi-Weekly,26,14,1976,8180.639999999999,18-25,Premium Loyalists,Very High
3600,37,Female,Scarf,Accessories,34,Kansas,S,Peach,Spring,4.6,No,Express,No,No,4,Cash,Weekly,52,7,1768,5728.320000000001,36-50,Habitual Budget Buyers,High
3601,67,Female,Dress,Clothing,81,South Carolina,XL,Olive,Spring,2.7,No,Free Shipping,No,No,25,Cash,Bi-Weekly,26,14,2106,9477.0,51-70,Premium Loyalists,Very High
3602,34,Female,T-shirt,Clothing,47,North Carolina,M,Indigo,Summer,3.0,No,Next Day Air,No,No,3,PayPal,Monthly,12,30,564,1793.52,26-35,Habitual Budget Buyers,Moderate
3603,58,Female,Skirt,Clothing,36,Wyoming,S,Magenta,Summer,3.3,No,Store Pickup,No,No,40,Debit Card,Quarterly,4,90,144,777.6,51-70,Low Engagement,Low
3604,45,Female,Jeans,Clothing,51,Louisiana,M,Gold,Spring,2.7,No,Free Shipping,No,No,5,Cash,Weekly,52,7,2652,8751.6,36-50,Habitual Budget Buyers,Very High
3605,63,Female,Hoodie,Clothing,86,Louisiana,M,Orange,Fall,3.3,No,Standard,No,No,17,Debit Card,Annually,1,365,86,345.72,51-70,Big-Ticket Occasionals,Low
3606,68,Female,Jeans,Clothing,41,Alabama,M,Gold,Fall,4.3,No,Store Pickup,No,No,36,Bank Transfer,Every 3 Months,4,90,164,846.24,51-70,Low Engagement,Low
3607,41,Female,Sandals,Footwear,90,Minnesota,XL,Purple,Fall,4.8,No,Express,No,No,41,Venmo,Annually,1,365,90,491.4,36-50,Big-Ticket Occasionals,Low
3608,50,Female,Hat,Accessories,93,New Mexico,L,Charcoal,Fall,3.3,No,Standard,No,No,20,Venmo,Bi-Weekly,26,14,2418,10155.599999999999,36-50,Premium Loyalists,Very High
3609,24,Female,Gloves,Accessories,56,Tennessee,M,Cyan,Fall,4.3,No,Next Day Air,No,No,2,Cash,Every 3 Months,4,90,224,698.88,18-25,Low Engagement,Low
3610,21,Female,Socks,Clothing,39,New Mexico,M,Cyan,Summer,3.0,No,2-Day Shipping,No,No,31,Debit Card,Monthly,12,30,468,2274.48,18-25,Habitual Budget Buyers,Moderate
3611,18,Female,Jacket,Outerwear,86,Texas,XL,Green,Fall,4.8,No,2-Day Shipping,No,No,23,Bank Transfer,Fortnightly,26,14,2236,9793.68,18-25,Premium Loyalists,Very High
3612,63,Female,T-shirt,Clothing,82,Washington,M,Silver,Spring,2.9,No,Standard,No,No,30,Credit Card,Annually,1,365,82,393.6,51-70,Big-Ticket Occasionals,Low
3613,47,Female,Sandals,Footwear,29,Michigan,M,Teal,Summer,3.6,No,Standard,No,No,26,Cash,Every 3 Months,4,90,116,528.96,36-50,Low Engagement,Low
3614,58,Female,Hat,Accessories,27,Minnesota,M,Magenta,Fall,3.5,No,Store Pickup,No,No,40,Venmo,Annually,1,365,27,145.8,51-70,Low Engagement,Low
3615,46,Female,Gloves,Accessories,25,Delaware,L,Maroon,Spring,4.7,No,2-Day Shipping,No,No,19,Bank Transfer,Annually,1,365,25,103.49999999999999,36-50,Low Engagement,Low
3616,35,Female,Dress,Clothing,31,California,M,Gold,Winter,4.4,No,Free Shipping,No,No,4,Credit Card,Monthly,12,30,372,1205.28,26-35,Habitual Budget Buyers,Moderate
3617,42,Female,Hoodie,Clothing,23,Wisconsin,L,Purple,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly,26,14,598,2978.0400000000004,36-50,Habitual Budget Buyers,High
3618,48,Female,Belt,Accessories,47,Kentucky,M,Lavender,Fall,4.3,No,Express,No,No,29,Debit Card,Monthly,12,30,564,2673.36,36-50,Habitual Budget Buyers,High
3619,28,Female,Gloves,Accessories,67,Nevada,M,Maroon,Fall,4.0,No,2-Day Shipping,No,No,47,PayPal,Bi-Weekly,26,14,1742,10138.44,26-35,Premium Loyalists,Very High
3620,44,Female,Scarf,Accessories,75,North Carolina,S,Magenta,Winter,4.9,No,2-Day Shipping,No,No,50,Venmo,Weekly,52,7,3900,23400.0,36-50,Premium Loyalists,Very High
3621,60,Female,Sandals,Footwear,82,Louisiana,M,Turquoise,Summer,2.9,No,Express,No,No,28,Credit Card,Fortnightly,26,14,2132,9977.76,51-70,Premium Loyalists,Very High
3622,38,Female,Sneakers,Footwear,32,New Jersey,XL,Silver,Summer,4.0,No,2-Day Shipping,No,No,5,Cash,Fortnightly,26,14,832,2745.6000000000004,36-50,Habitual Budget Buyers,High
3623,46,Female,Dress,Clothing,41,Wisconsin,M,Purple,Fall,4.3,No,Store Pickup,No,No,12,Credit Card,Annually,1,365,41,152.52,36-50,Low Engagement,Low
3624,39,Female,Jewelry,Accessories,89,Arkansas,M,Violet,Winter,2.7,No,2-Day Shipping,No,No,4,PayPal,Weekly,52,7,4628,14994.720000000001,36-50,Premium Loyalists,Very High
3625,22,Female,Hat,Accessories,82,Texas,XL,Peach,Fall,5.0,No,Store Pickup,No,No,22,Bank Transfer,Bi-Weekly,26,14,2132,9210.24,18-25,Premium Loyalists,Very High
3626,44,Female,Scarf,Accessories,99,Illinois,L,Green,Winter,4.4,No,Express,No,No,32,PayPal,Weekly,52,7,5148,25328.160000000003,36-50,Premium Loyalists,Very High
3627,69,Female,Blouse,Clothing,98,Mississippi,L,Teal,Fall,3.5,No,Express,No,No,32,Venmo,Quarterly,4,90,392,1928.64,51-70,Big-Ticket Occasionals,Moderate
3628,39,Female,Belt,Accessories,54,Delaware,M,Silver,Winter,3.3,No,Next Day Air,No,No,48,Cash,Every 3 Months,4,90,216,1270.08,36-50,Low Engagement,Moderate
3629,53,Female,Blouse,Clothing,88,Georgia,L,Purple,Summer,3.8,No,Free Shipping,No,No,35,Credit Card,Monthly,12,30,1056,5385.599999999999,51-70,Premium Loyalists,High
3630,52,Female,T-shirt,Clothing,43,Kansas,L,Lavender,Summer,4.5,No,Standard,No,No,44,Debit Card,Fortnightly,26,14,1118,6305.5199999999995,51-70,Habitual Budget Buyers,High
3631,65,Female,Hat,Accessories,73,Oklahoma,M,Lavender,Winter,4.8,No,Store Pickup,No,No,29,Cash,Weekly,52,7,3796,17993.04,51-70,Premium Loyalists,Very High
3632,48,Female,Hat,Accessories,50,New Jersey,M,Peach,Fall,2.9,No,Store Pickup,No,No,26,Credit Card,Monthly,12,30,600,2736.0,36-50,Habitual Budget Buyers,High
3633,27,Female,Sneakers,Footwear,73,Utah,L,Green,Spring,3.2,No,Express,No,No,3,Debit Card,Quarterly,4,90,292,928.5600000000001,26-35,Big-Ticket Occasionals,Moderate
3634,39,Female,Gloves,Accessories,51,Montana,M,Orange,Spring,2.8,No,Free Shipping,No,No,1,Bank Transfer,Bi-Weekly,26,14,1326,4057.56,36-50,Habitual Budget Buyers,High
3635,59,Female,Socks,Clothing,22,Ohio,M,Pink,Winter,3.3,No,Standard,No,No,17,PayPal,Annually,1,365,22,88.44000000000001,51-70,Low Engagement,Low
3636,52,Female,Sandals,Footwear,32,Colorado,L,Cyan,Fall,3.3,No,Free Shipping,No,No,17,Credit Card,Fortnightly,26,14,832,3344.6400000000003,51-70,Habitual Budget Buyers,High
3637,50,Female,Sandals,Footwear,38,California,L,Lavender,Summer,4.2,No,2-Day Shipping,No,No,36,Cash,Weekly,52,7,1976,10196.16,36-50,Habitual Budget Buyers,Very High
3638,32,Female,Boots,Footwear,66,Utah,L,Yellow,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly,26,14,1716,8442.720000000001,26-35,Premium Loyalists,Very High
3639,40,Female,Backpack,Accessories,20,Kansas,M,Olive,Spring,4.6,No,Express,No,No,50,PayPal,Bi-Weekly,26,14,520,3120.0,36-50,Habitual Budget Buyers,High
3640,26,Female,Coat,Outerwear,44,Illinois,M,Brown,Summer,3.6,No,2-Day Shipping,No,No,39,Venmo,Annually,1,365,44,234.96,26-35,Low Engagement,Low
3641,47,Female,Sunglasses,Accessories,31,Minnesota,L,Pink,Spring,4.0,No,Next Day Air,No,No,17,PayPal,Monthly,12,30,372,1495.44,36-50,Habitual Budget Buyers,Moderate
3642,51,Female,Jacket,Outerwear,45,New York,M,Cyan,Fall,2.7,No,Free Shipping,No,No,39,Bank Transfer,Every 3 Months,4,90,180,961.2,51-70,Low Engagement,Moderate
3643,47,Female,Dress,Clothing,71,Arizona,L,Maroon,Summer,4.4,No,Store Pickup,No,No,5,PayPal,Annually,1,365,71,234.3,36-50,Big-Ticket Occasionals,Low
3644,53,Female,Scarf,Accessories,96,Tennessee,XL,Magenta,Fall,3.2,No,Standard,No,No,47,Debit Card,Annually,1,365,96,558.72,51-70,Big-Ticket Occasionals,Low
3645,35,Female,Blouse,Clothing,32,Arkansas,M,Violet,Winter,2.6,No,Next Day Air,No,No,18,Venmo,Weekly,52,7,1664,6789.119999999999,26-35,Habitual Budget Buyers,High
3646,38,Female,Backpack,Accessories,90,Colorado,L,Silver,Summer,3.4,No,Free Shipping,No,No,31,Credit Card,Every 3 Months,4,90,360,1749.6000000000001,36-50,Big-Ticket Occasionals,Moderate
3647,69,Female,Jewelry,Accessories,68,Nevada,M,Maroon,Spring,5.0,No,2-Day Shipping,No,No,39,Debit Card,Fortnightly,26,14,1768,9441.12,51-70,Premium Loyalists,Very High
3648,47,Female,Shorts,Clothing,45,Kansas,M,Gray,Winter,2.9,No,Store Pickup,No,No,12,Bank Transfer,Weekly,52,7,2340,8704.8,36-50,Habitual Budget Buyers,Very High
3649,31,Female,Skirt,Clothing,67,New York,M,White,Winter,5.0,No,Free Shipping,No,No,45,Cash,Bi-Weekly,26,14,1742,9929.4,26-35,Premium Loyalists,Very High
3650,68,Female,Skirt,Clothing,57,Minnesota,M,Brown,Fall,4.4,No,Standard,No,No,33,Credit Card,Fortnightly,26,14,1482,7380.360000000001,51-70,Habitual Budget Buyers,Very High
3651,51,Female,Jeans,Clothing,60,Ohio,M,Silver,Summer,3.5,No,2-Day Shipping,No,No,3,PayPal,Annually,1,365,60,190.8,51-70,Low Engagement,Low
3652,20,Female,Handbag,Accessories,32,Arizona,M,Yellow,Spring,3.8,No,Express,No,No,5,Venmo,Every 3 Months,4,90,128,422.40000000000003,18-25,Low Engagement,Low
3653,27,Female,Handbag,Accessories,29,Kentucky,S,Magenta,Fall,3.8,No,Store Pickup,No,No,23,Debit Card,Monthly,12,30,348,1524.24,26-35,Habitual Budget Buyers,Moderate
3654,67,Female,Coat,Outerwear,20,Minnesota,M,Blue,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly,26,14,520,2776.8,51-70,Habitual Budget Buyers,High
3655,21,Female,Jewelry,Accessories,98,Arkansas,M,Green,Winter,3.3,No,Next Day Air,No,No,10,Credit Card,Annually,1,365,98,352.8,18-25,Big-Ticket Occasionals,Low
3656,20,Female,Sweater,Clothing,27,Wyoming,M,Yellow,Fall,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly,26,14,702,2274.48,18-25,Habitual Budget Buyers,Moderate
3657,35,Female,Jacket,Outerwear,67,North Dakota,XL,Cyan,Spring,3.7,No,2-Day Shipping,No,No,18,Credit Card,Monthly,12,30,804,3280.3199999999997,26-35,Premium Loyalists,High
